ダウンロード実行日,2014年01月26日現在,件数,10135件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
"E00191","内国法人・組合","上場","有","4104"," 3月31日","シーキューブ株式会社","C-CUBE Corporation","シーキューブカブシキガイシャ","名古屋市中区門前町１番５１号","建設業","19360"
"E00193","内国法人・組合","上場","有","2847"," 3月31日","株式会社ＴＴＫ","TTK Co., Ltd.","カブシキガイシャティティケイ","仙台市若林区新寺１丁目２番２３号","建設業","19350"
"E00194","内国法人・組合","上場","有","4479"," 3月31日","ダイダン株式会社","DAI-DAN CO.,LTD.","ダイダンカブシキガイシャ","大阪市西区江戸堀１丁目９番２５号","建設業","19800"
"E00196","内国法人・組合","上場","有","5158","12月31日","株式会社福田組","FUKUDA CORPORATION","カブシキガイシャフクダグミ","新潟市中央区一番堀通町３番地１０","建設業","18990"
"E00197","内国法人・組合","上場","有","3873","10月31日","東日本ハウス株式会社","HIGASHI NIHON HOUSE CO., LTD","ヒガシニホンハウスカブシキガイシャ","盛岡市長田町２番２０号","建設業","18730"
"E00198","内国法人・組合","上場","有","801"," 3月31日","西日本システム建設株式会社","Nishinippon System InstaIIations and Construction Co.,Ltd.","ニシニッポンシステムケンセツカブシキカイシャ","熊本市中央区九品寺３丁目１５番７号","建設業","19330"
"E00199","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3804","","株式会社ミライト・テクノロジーズ","","カブシキガイシャミライトテクノロジーズ","大阪市西区江戸堀三丁目３番１５号","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E00200","内国法人・組合","上場","有","11876"," 3月31日","東芝プラントシステム株式会社","TOSHIBA PLANT SYSTEMS & SERVICES CORPORATION","トウシバプラントシステムカブシキガイシャ","横浜市鶴見区鶴見中央四丁目３６番５号","建設業","19830"
"E00201","内国法人・組合","上場","有","1594"," 3月31日","名工建設株式会社","MEIKO CONSTRUCTION CO.,LTD.","メイコウケンセツカブシキガイシャ","名古屋市中村区名駅一丁目１番４号　ＪＲセントラルタワーズ３４階","建設業","18690"
"E00202","内国法人・組合","上場","無","500"," 3月31日","三信建設工業株式会社","SANSHIN CORPORATION","サンシンケンセツコウギョウカブシキガイシャ","台東区柳橋２丁目１９番６号","建設業","19840"
"E00203","内国法人・組合","上場","有","1049"," 3月31日","大和電設工業株式会社","Daiwa Densetsu Corporation","ダイワデンセツコウギョウカブシキガイシャ","仙台市青葉区大町二丁目５番１号","建設業",""
"E00204","内国法人・組合","上場","無","5907"," 3月31日","日本基礎技術株式会社","japan foundation engineering co.,ltd.","ニホンキソギジュツカブシキガイシャ","大阪市北区松ヶ枝町６番２２号","建設業","19140"
"E00207","内国法人・組合","上場","有","3328"," 3月31日","北陸電気工事株式会社","hokuriku electrical construction co.,ltd.","ホクリクデンキコウジカブシキガイシャ","富山市小中２６９番","建設業","19300"
"E00208","内国法人・組合","上場","有","4026"," 1月31日","株式会社丹青社","tanseisha co.,ltd.","カブシキガイシャタンセイシャ","台東区上野５丁目２番２号","サービス業","97430"
"E00209","内国法人・組合","上場","有","3642"," 3月31日","株式会社　高田工業所","TAKADA CORPORATION","カブシキガイシャ　タカダコウギョウショ","北九州市八幡西区築地町１番１号","建設業","19660"
"E00210","内国法人・組合","上場","有","13122"," 3月31日","ＮＥＣネッツエスアイ株式会社","NEC Networks & System Integration Corporation","エヌイーシーネッツエスアイカブシキガイシャ","文京区後楽二丁目６番１号","情報・通信業","19730"
"E00211","内国法人・組合","上場","有","2324","12月31日","株式会社ソルコム","SOLCOM Co., Ltd.","カブシキガイシャソルコム","広島市中区南千田東町２番３２号","建設業","19870"
"E00213","内国法人・組合","上場","有","611"," 3月31日","北陸電話工事株式会社","Hokuriku Denwa Kouji Co.,Ltd.","ホクリクデンワコウジカブシキガイシャ","金沢市大手町２番３号","建設業","19890"
"E00214","内国法人・組合","非上場","無","2949"," 3月31日","青木マリーン株式会社","AOKI MARINE CO., LTD.","アオキマリーンカブシキガイシャ","大阪市北区大淀南一丁目４番１５号","建設業","18750"
"E00215","内国法人・組合","上場","無","817"," 3月31日","東邦建株式会社","TOHOKEN SYSTEM ENGINEERING CORP.","トウホウケンカブシキガイシャ","佐野市越名町２０４１番地７","建設業",""
"E00216","内国法人・組合","非上場","有","300"," 3月31日","株式会社ＡＴＳ","ATS CO.,LTD.","カブシキガイシャエーティーエス","品川区西五反田七丁目１番９号","建設業",""
"E00217","内国法人・組合","非上場","有","100"," 3月31日","カブトデコム株式会社","KABUTO DECOM Inc.","カブトデコムカブシキガイシャ","札幌市西区西野２条５丁目６番５号","建設業",""
"E00218","内国法人・組合","上場","有","29060"," 3月31日","大東建託株式会社","DAITO TRUST CONSTRUCTION CO.,LTD.","ダイトウケンタクカブシキガイシャ","港区港南二丁目１６番１号","建設業","18780"
"E00221","内国法人・組合","上場","有","3665"," 3月31日","新日本建設株式会社","SHINNIHON CORPORATION","シンニホンケンセツカブシキカイシャ","千葉市美浜区ひび野一丁目４番３","建設業","18790"
"E00222","内国法人・組合","上場","有","4542","12月31日","高橋カーテンウォール工業株式会社","TAKAHASHI  CURTAIN  WALL  CORPORATION","タカハシカーテンウォールコウギョウカブシキガイシャ","中央区日本橋室町３丁目２番１５号","建設業","19940"
"E00223","内国法人・組合","非上場","無","100"," 2月末日","株式会社日商インターライフ","NISSHO INTER LIFE CO.,LTD.","カブシキガイシャニッショウインターライフ","北区田端新町二丁目４番７号","建設業",""
"E00225","内国法人・組合","上場","有","2746"," 3月31日","株式会社テクノ菱和","TECHNO RYOWA LTD.","カブシキガイシャテクノリョウワ","港区赤坂８丁目５番４１号","建設業","19650"
"E00226","内国法人・組合","非上場","有","13976"," 3月31日","株式会社スルガコーポレーション","suruga corporation","カブシキガイシャスルガコーポレーション","横浜市神奈川区台町１５番地１","建設業",""
"E00227","内国法人・組合","上場","有","5158"," 3月31日","新日本空調株式会社","Shin Nippon Air Technologies Co., Ltd.","シンニッポンクウチョウカブシキガイシャ","中央区日本橋浜町二丁目３１番１号","建設業","19520"
"E00230","内国法人・組合","非上場","有","4928"," 3月31日","東北ミサワホーム株式会社","TOHOKU MISAWA HOMES CO.,LTD.","トウホクミサワホームカブシキガイシャ","仙台市宮城野区日の出町三丁目７番３３号","建設業",""
"E00231","内国法人・組合","上場","有","6820"," 3月31日","株式会社細田工務店","HOSODA CORPORATION","カブシキガイシャホソダコウムテン","杉並区阿佐谷南３丁目３５番２１号","建設業","19060"
"E00232","内国法人・組合","上場","有","1710"," 3月31日","株式会社テノックス","tenox corporation","カブシキガイシャテノックス","港区芝五丁目２５番１１号","建設業","19050"
"E00233","内国法人・組合","上場","有","5195"," 3月31日","大成温調株式会社","taisei oncho co.,ltd.","タイセイオンチョウカブシキガイシャ","品川区大井一丁目４７番１号","建設業","19040"
"E00235","内国法人・組合","上場","有","13900"," 3月31日","三井ホーム株式会社","Mitsui Home Co.,Ltd.","ミツイホームカブシキカイシャ","新宿区西新宿二丁目１番１号","建設業","18680"
"E00238","内国法人・組合","上場","有","2379"," 3月31日","株式会社　富士ピー・エス","FUJI P.S CORPORATION","カブシキガイシャ　フジピーエス","福岡市中央区薬院一丁目１３番８号","建設業","18480"
"E00239","内国法人・組合","上場","無","1761"," 7月31日","株式会社大盛工業","OHMORI CO.,LTD.","カブシキガイシャオオモリコウギョウ","葛飾区水元三丁目１５番８号","建設業","18440"
"E00240","内国法人・組合","上場","有","7114","10月31日","株式会社土屋ホールディングス","TSUCHIYA HOLDINGS CO., LTD.","カブシキガイシャツチヤホールディングス","札幌市北区北９条西３丁目７番地","建設業","18400"
"E00242","内国法人・組合","上場","有","885"," 3月31日","田辺工業株式会社","TANABE ENGINEERING CORPORATION","タナベコウギョウカブシキガイシャ","上越市大字福田２０番地","建設業","18280"
"E00244","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ＡＳ－ＳＺＫｉ","","カブシキガイシャエイエススズキ","三島市八反畑１１７番地の１","内国法人・組合（有価証券報告書等の提出義務者以外）",""
"E00246","内国法人・組合","上場","有","1408"," 8月31日","暁飯島工業株式会社","AKATSUKI EAZIMA CO., LTD.","アカツキイイジマコウギョウカブシキガイシャ","水戸市千波町２７７０番地の５","建設業","19970"
"E00248","内国法人・組合","上場","有","942"," 6月30日","サイタホールディングス株式会社","SAITA CORPORATION","サイタホールディングスカブシキガイシャ","朝倉市下渕４７２番地","建設業","19990"
"E00250","内国法人・組合","上場","無","3053"," 3月31日","第一建設工業株式会社","DAIICHI KENSETSU CORPORATION","ダイイチケンセツコウギョウカブシキガイシャ","新潟市中央区八千代一丁目４番３４号","建設業","17990"
"E00251","内国法人・組合","上場","有","1712"," 3月31日","株式会社　守谷商会","MORIYA CORPORATION","カブシキガイシャ　モリヤショウカイ","長野市南千歳町８７８番地","建設業","17980"
"E00252","内国法人・組合","非上場","有","2204"," 3月31日","東邦電気工業株式会社","TOHO ELECTRICAL CONSTRUCTION CO., LTD.","トウホウデンキコウギョウカブシキカイシャ","渋谷区恵比寿一丁目１９番２３号","建設業",""
"E00253","内国法人・組合","非上場","無","4694"," 3月31日","株式会社藤木工務店","Fujiki Komuten Co.,Ltd.","カブシキガイシャフジキコウムテン","大阪市中央区備後町一丁目７番１０号","建設業",""
"E00254","内国法人・組合","上場","有","885"," 3月31日","株式会社マサル","MASARU CORPORATION","カブシキガイシャマサル","江東区佐賀一丁目９番１４号","建設業","17950"
"E00255","内国法人・組合","上場","有","5296"," 3月31日","株式会社大本組","OHMOTO GUMI CO.,LTD","カブシキガイシャオオモトグミ","岡山市北区内山下１丁目１番１３号","建設業","17930"
"E00258","内国法人・組合","上場","有","989"," 9月30日","山加電業株式会社","Yamaka Electric Construction Co.,Ltd.","ヤマカデンギョウカブシキガイシャ","豊島区南池袋一丁目１０番１３号","建設業","17890"
